timestamp,pos,future_pos,future_trend
21800,218,318,Downtrend
22600,226,326,Uptrend
22600,226,326,Uptrend
22600,226,326,Uptrend
30800,308,408,Downtrend
43700,437,537,Uptrend
57900,579,679,Downtrend
57900,579,679,Downtrend
65500,655,755,Downtrend
65500,655,755,Downtrend
65500,655,755,Downtrend
65500,655,755,Downtrend
66900,669,769,Downtrend
66900,669,769,Downtrend
68900,689,789,Uptrend
109400,1094,1194,Uptrend
109400,1094,1194,Uptrend
109400,1094,1194,Uptrend
109400,1094,1194,Uptrend
115600,1156,1256,Uptrend
116100,1161,1261,Uptrend
132700,1327,1427,Downtrend
173900,1739,1839,Downtrend
173900,1739,1839,Downtrend
173900,1739,1839,Downtrend
191700,1917,2017,Downtrend
199500,1995,2095,Downtrend
202800,2028,2128,Downtrend
202800,2028,2128,Downtrend
205400,2054,2154,Downtrend
205400,2054,2154,Downtrend
220500,2205,2305,Downtrend
237100,2371,2471,Uptrend
243200,2432,2532,Downtrend
249900,2499,2599,Downtrend
249900,2499,2599,Downtrend
249900,2499,2599,Downtrend
249900,2499,2599,Downtrend
253700,2537,2637,Downtrend
253700,2537,2637,Downtrend
253700,2537,2637,Downtrend
273700,2737,2837,Uptrend
277000,2770,2870,Uptrend
287100,2871,2971,Downtrend
306000,3060,3160,Uptrend
317200,3172,3272,Uptrend
317400,3174,3274,Uptrend
332600,3326,3426,Downtrend
335200,3352,3452,Downtrend
336100,3361,3461,Downtrend
336100,3361,3461,Downtrend
336100,3361,3461,Downtrend
393500,3935,4035,Uptrend
393500,3935,4035,Uptrend
398200,3982,4082,Downtrend
411800,4118,4218,Downtrend
411800,4118,4218,Downtrend
411800,4118,4218,Downtrend
425100,4251,4351,Downtrend
427600,4276,4376,Downtrend
428000,4280,4380,Downtrend
429700,4297,4397,Downtrend
439000,4390,4490,Uptrend
474700,4747,4847,Downtrend
474700,4747,4847,Downtrend
486200,4862,4962,Uptrend
492900,4929,5029,Uptrend
492900,4929,5029,Uptrend
501300,5013,5113,Downtrend
505300,5053,5153,Downtrend
505300,5053,5153,Downtrend
506600,5066,5166,Downtrend
506600,5066,5166,Downtrend
506600,5066,5166,Downtrend
506600,5066,5166,Downtrend
523100,5231,5331,Downtrend
523100,5231,5331,Downtrend
535200,5352,5452,Downtrend
535200,5352,5452,Downtrend
545000,5450,5550,Uptrend
545000,5450,5550,Uptrend
545000,5450,5550,Uptrend
545000,5450,5550,Uptrend
556100,5561,5661,Uptrend
556100,5561,5661,Uptrend
563300,5633,5733,Uptrend
573200,5732,5832,Downtrend
573200,5732,5832,Downtrend
574800,5748,5848,Uptrend
575900,5759,5859,Downtrend
576500,5765,5865,Uptrend
577500,5775,5875,Uptrend
577500,5775,5875,Uptrend
620300,6203,6303,Downtrend
620300,6203,6303,Downtrend
621900,6219,6319,Downtrend
629300,6293,6393,Uptrend
632400,6324,6424,Uptrend
632400,6324,6424,Uptrend
641100,6411,6511,Uptrend
653700,6537,6637,Uptrend
653700,6537,6637,Uptrend
663000,6630,6730,Uptrend
663000,6630,6730,Uptrend
682200,6822,6922,Downtrend
682200,6822,6922,Downtrend
682200,6822,6922,Downtrend
715300,7153,7253,Downtrend
715300,7153,7253,Downtrend
715300,7153,7253,Downtrend
715300,7153,7253,Downtrend
716300,7163,7263,Uptrend
717300,7173,7273,Uptrend
728100,7281,7381,Uptrend
739100,7391,7491,Downtrend
742100,7421,7521,Downtrend
747700,7477,7577,Downtrend
747700,7477,7577,Downtrend
754200,7542,7642,Uptrend
754200,7542,7642,Uptrend
754200,7542,7642,Uptrend
754200,7542,7642,Uptrend
798500,7985,8085,Downtrend
830500,8305,8405,Downtrend
836400,8364,8464,Downtrend
836400,8364,8464,Downtrend
854200,8542,8642,Downtrend
854200,8542,8642,Downtrend
871200,8712,8812,Uptrend
871200,8712,8812,Uptrend
871200,8712,8812,Uptrend
872900,8729,8829,Downtrend
872900,8729,8829,Downtrend
885400,8854,8954,Downtrend
886700,8867,8967,Uptrend
886700,8867,8967,Uptrend
892000,8920,9020,Downtrend
892000,8920,9020,Downtrend
892000,8920,9020,Downtrend
892000,8920,9020,Downtrend
894900,8949,9049,Uptrend
926700,9267,9367,Uptrend
939100,9391,9491,Downtrend
956200,9562,9662,Uptrend
956200,9562,9662,Uptrend
956200,9562,9662,Uptrend
956200,9562,9662,Uptrend
956200,9562,9662,Uptrend
